Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR10983649 - illumina_universal_adapter	(1, 0.00041940436879092457)	(2, 0.00041940436879092457)	(3, 0.00041940436879092457)	(4, 0.0004262798502465135)	(5, 0.0004331553317021024)	(6, 0.00044003081315769136)	(7, 0.0005087856277135806)	(8, 0.0006119178495474145)	(9, 0.0006944236270144817)	(10, 0.0007975558488483156)	(11, 0.001237586662006007)	(12, 0.001313216958017485)	(13, 0.0013407188838398408)	(14, 0.0013957227354845522)	(15, 0.0014713530314960305)	(16, 0.001718870363897232)	(17, 0.007363640638935741)	(18, 0.01147517854937792)	(19, 0.012403368545882426)	(20, 0.012589006545183327)	(21, 0.013345309505298109)	(22, 0.013634079726432843)	(23, 0.015050428906284163)	(24, 0.14097487176539536)	(25, 0.14175867665133252)	(26, 0.1467227742622677)	(27, 0.21018346809735353)	(28, 0.22140425383287465)	(29, 0.22229119094064562)	(30, 0.22289623330873745)	(31, 0.22463573011700144)	(32, 0.22673275196095607)	(33, 0.22799096506732883)	(34, 0.22959982772793666)	(35, 0.23052801772444115)	(36, 0.23157996638714626)	(37, 0.2326181640869402)	(38, 0.23356010504635588)	(39, 0.23481144267127305)	(40, 0.236970343848328)
SRR10983649 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0006462952568253592)	(4, 0.0011894582918168845)	(5, 0.0017807496969975323)	(6, 0.002942706062992061)	(7, 0.0033896123576053414)	(8, 0.005046603388402273)	(9, 0.023129119616601152)	(10, 0.03611002860475305)	(11, 0.0696073742563823)	(12, 0.08709859907940054)	(13, 0.10710625011516431)	(14, 0.12628884337625743)	(15, 0.1437456907919977)	(16, 0.15857610429170302)	(17, 0.17913379384391392)	(18, 0.19265099038560174)	(19, 0.20834771454871126)	(20, 0.22208492649697795)	(21, 0.23420640030318124)	(22, 0.2442308522654299)	(23, 0.2555822721486072)	(24, 0.2657167318141453)	(25, 0.2789245316903316)	(26, 0.28995280394509626)	(27, 0.30446694529784446)	(28, 0.31434701214952576)	(29, 0.3295074487590994)	(30, 0.34759684046875383)	(31, 0.3635135800384422)	(32, 0.3759169485843246)	(33, 0.3934150488887984)	(34, 0.4176511210197494)	(35, 0.4433241687749185)	(36, 0.5085931142328242)	(37, 0.5444143726164424)	(38, 0.5625450172148305)	(39, 0.5755465526473491)	(40, 0.5863066811253458)
SRR10983650 - illumina_universal_adapter	(1, 1.0622458565738433)	(2, 1.0622458565738433)	(3, 1.0622458565738433)	(4, 1.0622458565738433)	(5, 1.0622458565738433)	(6, 1.0630258363983651)	(7, 1.0796654059881652)	(8, 1.10115818337499)	(9, 1.1043647670980243)	(10, 1.1138111894172338)	(11, 1.1144178403918619)	(12, 1.1145045048168087)	(13, 1.1145045048168087)	(14, 1.1145045048168087)	(15, 1.1145045048168087)	(16, 1.1151111557914368)	(17, 1.1187510616392056)	(18, 1.1223909674869743)	(19, 1.1257708800599024)	(20, 1.1335706783051211)	(21, 1.1443170669985336)	(22, 1.1591366836644492)	(23, 1.182102756275371)	(24, 1.5025011353039668)	(25, 1.535606945633673)	(26, 1.578332507132482)	(27, 1.710582419601413)	(28, 1.7802606172587003)	(29, 1.8755914847002624)	(30, 1.931143381091209)	(31, 2.0375672949259713)	(32, 2.1008323251371896)	(33, 2.1646173418980896)	(34, 2.2443486128492145)	(35, 2.3256398434493826)	(36, 2.421490697440626)	(37, 2.5188148466559666)	(38, 2.620905539243385)	(39, 2.7584419816340753)	(40, 2.914177953263609)
SRR10983651 - illumina_universal_adapter	(1, 0.0005071530163576723)	(2, 0.0005071530163576723)	(3, 0.0005071530163576723)	(4, 0.0005140064354976408)	(5, 0.0005140064354976408)	(6, 0.0005208598546376093)	(7, 0.0005277132737775779)	(8, 0.0005756872077573577)	(9, 0.000692195333136823)	(10, 0.0008977979073358793)	(11, 0.0011924949303545266)	(12, 0.0012541757026142436)	(13, 0.0012952962174540548)	(14, 0.0013021496365940234)	(15, 0.0013158564748739605)	(16, 0.0015146056299330482)	(17, 0.006743764433729048)	(18, 0.010293835548232754)	(19, 0.011500037316867218)	(20, 0.011691933052786336)	(21, 0.012336154451943379)	(22, 0.012534903607002467)	(23, 0.013789079309616712)	(24, 0.07584678962203188)	(25, 0.07701187087582653)	(26, 0.08254258012178115)	(27, 0.18233521621886312)	(28, 0.1971317481420552)	(29, 0.19845445803606912)	(30, 0.19935225594340503)	(31, 0.20283379286650904)	(32, 0.2061988216642336)	(33, 0.20836450211246366)	(34, 0.21010527057401565)	(35, 0.21108530951103116)	(36, 0.21187345271212754)	(37, 0.2124971138538647)	(38, 0.2132098694444214)	(39, 0.21432012334509631)	(40, 0.21608145206406823)
SRR10983651 - polya	(1, 2.0560257419905633e-05)	(2, 2.7413676559874178e-05)	(3, 0.000945771841315659)	(4, 0.0016516740127324192)	(5, 0.002220507801349808)	(6, 0.003262227510625027)	(7, 0.0039133023289220385)	(8, 0.005229158803796)	(9, 0.019936596278168496)	(10, 0.03151202120557536)	(11, 0.062037150054995265)	(12, 0.08003422871655266)	(13, 0.09885371767490628)	(14, 0.11528821677255086)	(15, 0.13003677476176315)	(16, 0.1422290074117672)	(17, 0.1590267377238301)	(18, 0.1710956088293147)	(19, 0.1864130006071444)	(20, 0.1989890247289867)	(21, 0.20939251498345893)	(22, 0.21782222052562025)	(23, 0.22786933298481413)	(24, 0.23762174842098938)	(25, 0.24884764897225783)	(26, 0.2591826050353304)	(27, 0.2714502252958741)	(28, 0.2810381586726901)	(29, 0.2942104302597096)	(30, 0.30971971777345847)	(31, 0.32463961124116997)	(32, 0.3366056810595551)	(33, 0.351861392065125)	(34, 0.3726957862506294)	(35, 0.394133281320451)	(36, 0.4501873964662537)	(37, 0.47744344438590863)	(38, 0.4943097088893712)	(39, 0.5065156483776552)	(40, 0.5169602591469673)
SRR10983652 - illumina_universal_adapter	(1, 0.0251239200213036)	(2, 0.0251239200213036)	(3, 0.025143817529240216)	(4, 0.02560809271442798)	(5, 0.02601930787845143)	(6, 0.026775413180042933)	(7, 0.028300888788517015)	(8, 0.03134520750281964)	(9, 0.03588847181501419)	(10, 0.0413801840055209)	(11, 0.05699309523312086)	(12, 0.059301206153768604)	(13, 0.060601176672294345)	(14, 0.06417609559824013)	(15, 0.06578116123846069)	(16, 0.07525237501629109)	(17, 0.33989586307596237)	(18, 0.5464187304527711)	(19, 0.6080943725536428)	(20, 0.6196680896701092)	(21, 0.6612936762735151)	(22, 0.6794998960355211)	(23, 0.7392786423797685)	(24, 1.5474955172572744)	(25, 1.6594123668981078)	(26, 1.981022420180318)	(27, 6.600208990158361)	(28, 7.495722864856457)	(29, 7.5661202479362135)	(30, 7.620765437232814)	(31, 7.815906930069877)	(32, 8.019412008742965)	(33, 8.157414491288705)	(34, 8.27261442973908)	(35, 8.334197216802915)	(36, 8.371345864120581)	(37, 8.41060364727953)	(38, 8.456726070676611)	(39, 8.516922664687527)	(40, 8.605645652576909)
SRR10983653 - illumina_universal_adapter	(1, 0.03518233909515418)	(2, 0.035193782366936634)	(3, 0.035439812710259394)	(4, 0.03645826389889778)	(5, 0.03693315967786961)	(6, 0.037676972343729104)	(7, 0.03943923619822699)	(8, 0.043123969712177114)	(9, 0.049824005340803806)	(10, 0.055047858909493964)	(11, 0.07410090642727953)	(12, 0.07972527450835556)	(13, 0.0812872811066605)	(14, 0.08415382068816518)	(15, 0.08663701066495766)	(16, 0.10186800540740365)	(17, 0.45901251773778645)	(18, 0.7609318004460472)	(19, 0.8486502002944468)	(20, 0.8749353955787432)	(21, 0.9453000737690516)	(22, 0.9811404009916969)	(23, 1.1215321808547312)	(24, 2.2857706520015797)	(25, 2.572212909624072)	(26, 3.1177766134884477)	(27, 9.387213368213189)	(28, 10.672515933182508)	(29, 10.791091115392293)	(30, 10.924628375457639)	(31, 11.207134147586967)	(32, 11.54992307546626)	(33, 11.744218387060544)	(34, 11.896860189366695)	(35, 12.04047897187238)	(36, 12.121663263533)	(37, 12.202452762317122)	(38, 12.286400604113204)	(39, 12.39672518736784)	(40, 12.56502710710828)
SRR10983654 - illumina_universal_adapter	(1, 0.017311994431457957)	(2, 0.017311994431457957)	(3, 0.017401693884470694)	(4, 0.01782216007046789)	(5, 0.018063227350439616)	(6, 0.018539755694569775)	(7, 0.01940871914563065)	(8, 0.02166241790257563)	(9, 0.02578298652534817)	(10, 0.029152322229139046)	(11, 0.040532940330129864)	(12, 0.043251954999578415)	(13, 0.04400879413437337)	(14, 0.04477123948498162)	(15, 0.0475799536074429)	(16, 0.05588836544274753)	(17, 0.268291063961092)	(18, 0.43137588196987176)	(19, 0.4784680948015579)	(20, 0.4868269625791822)	(21, 0.529462233839298)	(22, 0.5380958061917739)	(23, 0.5708417127572356)	(24, 1.2398987203476033)	(25, 1.2945705369588656)	(26, 1.5473996577068874)	(27, 4.969887893623625)	(28, 5.6201360471603845)	(29, 5.669168010663471)	(30, 5.720352761038863)	(31, 5.865082828474912)	(32, 6.017543867517496)	(33, 6.108179558571051)	(34, 6.184076508251453)	(35, 6.2434743647933235)	(36, 6.279925980011374)	(37, 6.3179136983622675)	(38, 6.361350658483684)	(39, 6.4192852926982855)	(40, 6.4963707601311045)
SRR10983655 - illumina_universal_adapter	(1, 0.004836314667932933)	(2, 0.004836314667932933)	(3, 0.0049280604746416885)	(4, 0.006913701862695454)	(5, 0.007333111264792619)	(6, 0.00823746278806463)	(7, 0.009888887308822219)	(8, 0.01163205763628856)	(9, 0.017156465854537156)	(10, 0.02770723362604396)	(11, 0.04658720999232415)	(12, 0.04917575239589259)	(13, 0.050932029267174474)	(14, 0.05239996217451455)	(15, 0.05428075121204402)	(16, 0.06699409871311433)	(17, 0.40352427099273486)	(18, 0.6688662505382694)	(19, 0.7375052205002335)	(20, 0.7443075167404969)	(21, 0.7849902287439219)	(22, 0.8027168292544349)	(23, 0.8223111122586618)	(24, 0.9199810767720391)	(25, 0.9919163425036107)	(26, 1.4388429333414943)	(27, 10.414407289649965)	(28, 11.502617409566323)	(29, 11.588884680960183)	(30, 11.677773261117151)	(31, 12.00743560443743)	(32, 12.478340617185838)	(33, 12.680718760241536)	(34, 12.85324019648544)	(35, 12.996553699836424)	(36, 13.057361509868604)	(37, 13.097703451732826)	(38, 13.140751894894954)	(39, 13.23396563451105)	(40, 13.345168105513968)
SRR10983656 - illumina_universal_adapter	(1, 0.004027344369123)	(2, 0.004027344369123)	(3, 0.004157258703610839)	(4, 0.004157258703610839)	(5, 0.0049367447105378715)	(6, 0.0054564020484892265)	(7, 0.00610597372092842)	(8, 0.007794860069270323)	(9, 0.010003403755563581)	(10, 0.01117263276595413)	(11, 0.017928178159321743)	(12, 0.019097407169712293)	(13, 0.01935723583868797)	(14, 0.019617064507663647)	(15, 0.019876893176639324)	(16, 0.024034151880250165)	(17, 0.15225960001974698)	(18, 0.2593090116377261)	(19, 0.27905599047987756)	(20, 0.2841226495249033)	(21, 0.2958149396288088)	(22, 0.2995824553289561)	(23, 0.3110149167638859)	(24, 0.49172575603646956)	(25, 0.5145906789063291)	(26, 0.7138792680106738)	(27, 4.432807007059545)	(28, 4.911541329647231)	(29, 4.940252397569043)	(30, 4.976238668222174)	(31, 5.044313779493802)	(32, 5.167862311591737)	(33, 5.246330569622391)	(34, 5.308949278845529)	(35, 5.341168033798513)	(36, 5.358576554619884)	(37, 5.370398759058277)	(38, 5.383000449503597)	(39, 5.40027905599048)	(40, 5.435485840636685)
SRR10983656 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0007794860069270323)	(5, 0.0007794860069270323)	(6, 0.0009094003414148711)	(7, 0.0009094003414148711)	(8, 0.0011692290103905484)	(9, 0.0027282010242446132)	(10, 0.009743575086587904)	(11, 0.019097407169712293)	(12, 0.024943552221665034)	(13, 0.03364781263235023)	(14, 0.041832415705084065)	(15, 0.05092641911923278)	(16, 0.0530050484710382)	(17, 0.05924093652645446)	(18, 0.05937085086094229)	(19, 0.05963067952991797)	(20, 0.06534691024738287)	(21, 0.07041356929240859)	(22, 0.08132637338938704)	(23, 0.0828853454032411)	(24, 0.08847166178621817)	(25, 0.09081011980699927)	(26, 0.09340840649675604)	(27, 0.11237589933198049)	(28, 0.12004084506676298)	(29, 0.12017075940125081)	(30, 0.12419810377037381)	(31, 0.12718613346359411)	(32, 0.1371895372191577)	(33, 0.14277585360213474)	(34, 0.15277925735769834)	(35, 0.1647313761305795)	(36, 0.1848680979761945)	(37, 0.20916207852542035)	(38, 0.20994156453234736)	(39, 0.21994496828791096)	(40, 0.22890905736757183)
SRR10983657 - illumina_universal_adapter	(1, 0.007824018319292027)	(2, 0.007824018319292027)	(3, 0.007834286059868526)	(4, 0.00787535702217452)	(5, 0.007936963465633513)	(6, 0.007998569909092505)	(7, 0.008183389239469482)	(8, 0.008429815013305452)	(9, 0.008830256895788901)	(10, 0.009436053589802327)	(11, 0.012290485470068972)	(12, 0.012598517687363933)	(13, 0.012721730574281918)	(14, 0.012844943461199902)	(15, 0.01311190471618887)	(16, 0.016746684880269418)	(17, 0.06522068814191989)	(18, 0.09818013539248079)	(19, 0.10645593429713876)	(20, 0.10792422119957808)	(21, 0.11815089081377081)	(22, 0.12129281943017942)	(23, 0.12682713160091222)	(24, 0.23860175551667734)	(25, 0.25072795713752233)	(26, 0.32451194092024216)	(27, 1.5175823249470877)	(28, 1.6700274692863644)	(29, 1.6779541650114214)	(30, 1.685521489816301)	(31, 1.7064060741488993)	(32, 1.745002510975958)	(33, 1.765712543718756)	(34, 1.7964438912642167)	(35, 1.8135088761023574)	(36, 1.8209221847985895)	(37, 1.824926603623424)	(38, 1.829742173953802)	(39, 1.8358925505591246)	(40, 1.849528110044715)
SRR10983657 - polya	(1, 2.0535481152997445e-05)	(2, 3.080322172949617e-05)	(3, 6.160644345899234e-05)	(4, 0.0004928515476719387)	(5, 0.000595528953436926)	(6, 0.0010473095388028697)	(7, 0.001191057906873852)	(8, 0.003552638239468558)	(9, 0.007249024847008099)	(10, 0.014415907769404207)	(11, 0.035772808168521554)	(12, 0.05092799325943367)	(13, 0.06088770161863743)	(14, 0.0747594191374872)	(15, 0.08740927552773363)	(16, 0.092481539372524)	(17, 0.09875512886476472)	(18, 0.10716440839691717)	(19, 0.12572848335922687)	(20, 0.12817220561643355)	(21, 0.13296724046565847)	(22, 0.13323420172064743)	(23, 0.14088366845013897)	(24, 0.15189068634814562)	(25, 0.1567267921596765)	(26, 0.16456107821954502)	(27, 0.17399713180934737)	(28, 0.17668727984039004)	(29, 0.18293006611090126)	(30, 0.1865443107938288)	(31, 0.1937728001596839)	(32, 0.19987183806212414)	(33, 0.20855834658984207)	(34, 0.21407212327942188)	(35, 0.22974069539915892)	(36, 0.27850219539695137)	(37, 0.29880151851668935)	(38, 0.30509564349008306)	(39, 0.31363840364973)	(40, 0.32377266359873424)
SRR10983658 - illumina_universal_adapter	(1, 0.00242762555320623)	(2, 0.00242762555320623)	(3, 0.00242762555320623)	(4, 0.0025750522062349484)	(5, 0.0026241944239111877)	(6, 0.00280110640754565)	(7, 0.003086131270067839)	(8, 0.003744636986929448)	(9, 0.005071476864187913)	(10, 0.00634917452377014)	(11, 0.010142953728375826)	(12, 0.010870258549984172)	(13, 0.011135626525435864)	(14, 0.011489450492704788)	(15, 0.012020186443608175)	(16, 0.015391342576198203)	(17, 0.08368919670263582)	(18, 0.14023223236091695)	(19, 0.15418862218096896)	(20, 0.1565965908471047)	(21, 0.1649704247391359)	(22, 0.16718182453456668)	(23, 0.17218450229400786)	(24, 0.239194830317328)	(25, 0.2491707005056046)	(26, 0.31360597632268983)	(27, 1.206638012822384)	(28, 1.3646695564256348)	(29, 1.3728664783340316)	(30, 1.3788421720034623)	(31, 1.3910196135436346)	(32, 1.413005841731984)	(33, 1.4276895363736444)	(34, 1.4382845985046415)	(35, 1.446619118622532)	(36, 1.4506094666978424)	(37, 1.4528306949368086)	(38, 1.4553369480382967)	(39, 1.4618433776586308)	(40, 1.4747972662380875)
SRR10983658 - polya	(1, 1.965688707049579e-05)	(2, 1.965688707049579e-05)	(3, 0.00021622575777545367)	(4, 0.0007764470392845837)	(5, 0.0010418150147362768)	(6, 0.004000176518845893)	(7, 0.0048847364370182035)	(8, 0.006781626039321047)	(9, 0.017946737895362656)	(10, 0.0242762555320623)	(11, 0.042734072491257845)	(12, 0.051314303697529255)	(13, 0.05997316245208265)	(14, 0.07093187699388405)	(15, 0.08232304305123636)	(16, 0.09307536027879756)	(17, 0.10301191669293318)	(18, 0.11349886594504269)	(19, 0.12175475851465092)	(20, 0.1304725879304158)	(21, 0.13832551431507886)	(22, 0.1467681473118568)	(23, 0.15319594938390893)	(24, 0.15792343072436316)	(25, 0.16567807267367377)	(26, 0.17124097171462407)	(27, 0.17840590705181977)	(28, 0.18703528047576742)	(29, 0.19477026553800753)	(30, 0.20696736396525017)	(31, 0.21581296314697326)	(32, 0.2268404767935214)	(33, 0.2396862524940904)	(34, 0.25555918880351575)	(35, 0.2760023513568314)	(36, 0.3258325600805382)	(37, 0.3451749369579061)	(38, 0.3563105634833419)	(39, 0.36709236604150886)	(40, 0.3749256355391014)
SRR10983659 - illumina_universal_adapter	(1, 0.0009182376954369281)	(2, 0.0009182376954369281)	(3, 0.0009538283037871967)	(4, 0.0009965370338075189)	(5, 0.0010321276421577873)	(6, 0.0010819544938481633)	(7, 0.0011887263188989688)	(8, 0.0014022699690005801)	(9, 0.0018080029041936414)	(10, 0.002256444569407025)	(11, 0.003601769565047175)	(12, 0.0038437857018290013)	(13, 0.003943439405209753)	(14, 0.004135628690301203)	(15, 0.00426375488036217)	(16, 0.0050467482640680775)	(17, 0.023888416324700238)	(18, 0.03712100450933008)	(19, 0.040651592857676715)	(20, 0.04129222380798155)	(21, 0.044025582529282174)	(22, 0.04479433966964797)	(23, 0.04672335064223253)	(24, 0.12843938741444907)	(25, 0.13179914084271444)	(26, 0.1478718595736957)	(27, 0.3941446331142138)	(28, 0.4321767571973108)	(29, 0.43455420983510873)	(30, 0.4364333939560029)	(31, 0.44156555968011163)	(32, 0.44789356984478934)	(33, 0.4519437810750499)	(34, 0.45610788225203136)	(35, 0.45822908250970734)	(36, 0.45988760485882985)	(37, 0.46155324532962244)	(38, 0.4627134991618412)	(39, 0.4649129987578878)	(40, 0.46839376025454404)
SRR10983659 - polya	(1, 2.135436501016112e-05)	(2, 2.135436501016112e-05)	(3, 0.0008114658703861225)	(4, 0.0015446324024016543)	(5, 0.001914774729244447)	(6, 0.0026550593829300323)	(7, 0.003395344036615618)	(8, 0.004776259640606037)	(9, 0.018030202190246036)	(10, 0.02708445295455435)	(11, 0.05137860221444765)	(12, 0.06329433789011756)	(13, 0.07503212052403611)	(14, 0.08694073807803597)	(15, 0.10064312229288935)	(16, 0.11270833852363038)	(17, 0.1308809031472775)	(18, 0.1410313446487741)	(19, 0.1548974456620387)	(20, 0.16447131930826095)	(21, 0.17389571239941204)	(22, 0.182373395308446)	(23, 0.1903101009705559)	(24, 0.19932876112651393)	(25, 0.2085609649325736)	(26, 0.21511675499069305)	(27, 0.22706096315304317)	(28, 0.23418620294476694)	(29, 0.2451409921949796)	(30, 0.2603880088122346)	(31, 0.2758628053229314)	(32, 0.28552921455086433)	(33, 0.29870485776213374)	(34, 0.3155178611468006)	(35, 0.3352065856861691)	(36, 0.38794474913959703)	(37, 0.417228701690198)	(38, 0.42982777704619307)	(39, 0.4397077299242276)	(40, 0.45051303861936914)
SRR10983660 - illumina_universal_adapter	(1, 0.0007378518212502998)	(2, 0.0007378518212502998)	(3, 0.0007454585410570039)	(4, 0.0008443458985441575)	(5, 0.0008899862173843823)	(6, 0.0009128063768044946)	(7, 0.0009736601352581276)	(8, 0.0012931423671397007)	(9, 0.0017951858743821727)	(10, 0.00212227482607045)	(11, 0.0035143045506973044)	(12, 0.003750112864705132)	(13, 0.0038642136618056936)	(14, 0.0039326741400660305)	(15, 0.004122842135233634)	(16, 0.004860693956483934)	(17, 0.02718641658916053)	(18, 0.04338872977744031)	(19, 0.04766370630880803)	(20, 0.04859172612522593)	(21, 0.05128450493679919)	(22, 0.05247115322664503)	(23, 0.05453257429426185)	(24, 0.10291131226490007)	(25, 0.10625826897984987)	(26, 0.12499361986376213)	(27, 0.40088934725292064)	(28, 0.45062968806895887)	(29, 0.4534746012766662)	(30, 0.4550796191558808)	(31, 0.4600011668708183)	(32, 0.4683837720978063)	(33, 0.4742637665083886)	(34, 0.4790940335856457)	(35, 0.48203022743103346)	(36, 0.48327012275952624)	(37, 0.48453283824743915)	(38, 0.48565863277883137)	(39, 0.4883133779913711)	(40, 0.4916299078270941)
SRR10983660 - polya	(1, 2.2820159420112363e-05)	(2, 2.2820159420112363e-05)	(3, 0.0007606719806704122)	(4, 0.0015821977197944574)	(5, 0.0020233874685832965)	(6, 0.002822093048287229)	(7, 0.003073114801908465)	(8, 0.005332310584499589)	(9, 0.019906785734144686)	(10, 0.031864549270283565)	(11, 0.060237614149289936)	(12, 0.07811340569504463)	(13, 0.09250531956932882)	(14, 0.10562691123589343)	(15, 0.11842902067057647)	(16, 0.1308355806753109)	(17, 0.1445276763273783)	(18, 0.15708637072824683)	(19, 0.1690593477039991)	(20, 0.17910782456865526)	(21, 0.18892049311930356)	(22, 0.19963836132694968)	(23, 0.21050836393072986)	(24, 0.22015368464563068)	(25, 0.22950995000787675)	(26, 0.23744375876626916)	(27, 0.2478725716212605)	(28, 0.2568941413120116)	(29, 0.2705558100848522)	(30, 0.28434679309440675)	(31, 0.2973542839638708)	(32, 0.3088328241521873)	(33, 0.32409190408443583)	(34, 0.3455048203403079)	(35, 0.3702646933111298)	(36, 0.43525650733960985)	(37, 0.46976819510262646)	(38, 0.4875907396097342)	(39, 0.5011307008656676)	(40, 0.5105097863873337)
SRR10983661 - illumina_universal_adapter	(1, 0.005423409107518394)	(2, 0.0054299989120232765)	(3, 0.005456358130042807)	(4, 0.005772668746277172)	(5, 0.006036260926472477)	(6, 0.006602984113892382)	(7, 0.007532146549080831)	(8, 0.009509087900545617)	(9, 0.01299509448362852)	(10, 0.016902848555023914)	(11, 0.028309800152975722)	(12, 0.030431717203547926)	(13, 0.031117056872055716)	(14, 0.03238888914149806)	(15, 0.03379910730554294)	(16, 0.04254377788352218)	(17, 0.22732189620043075)	(18, 0.3765546090180025)	(19, 0.4151840430256244)	(20, 0.42187269459808024)	(21, 0.4469469007391586)	(22, 0.4536948605521584)	(23, 0.4662023095024256)	(24, 0.594347647904373)	(25, 0.6234416347934297)	(26, 0.7875936650100557)	(27, 3.0000414498703356)	(28, 3.365874446958894)	(29, 3.3831331449571818)	(30, 3.399673554264437)	(31, 3.4309355868356004)	(32, 3.4933344456923336)	(33, 3.5269819874942643)	(34, 3.551720113605594)	(35, 3.5721155585482056)	(36, 3.5803000957432696)	(37, 3.588866841599617)	(38, 3.595707058675685)	(39, 3.608748281790848)	(40, 3.637545727477185)
SRR10983661 - polya	(1, 3.95388270292957e-05)	(2, 4.6128631534178315e-05)	(3, 0.0003887984657880744)	(4, 0.00041515768380760487)	(5, 0.0005403639694003746)	(6, 0.0008237255631103271)	(7, 0.0008896236081591532)	(8, 0.0010082400892470404)	(9, 0.005021431032720554)	(10, 0.014418492256683166)	(11, 0.028342749175500136)	(12, 0.038820538338263495)	(13, 0.05140047513808441)	(14, 0.05821433299613304)	(15, 0.06787498640029095)	(16, 0.07212541030594025)	(17, 0.07576298239263544)	(18, 0.08044833339560699)	(19, 0.08532478872922013)	(20, 0.0920793383467248)	(21, 0.0993940213471445)	(22, 0.10374988212487192)	(23, 0.10418480922219417)	(24, 0.11030673760723013)	(25, 0.13428044639599307)	(26, 0.13679116191235335)	(27, 0.14141720467478094)	(28, 0.14270880635773794)	(29, 0.15149301576274649)	(30, 0.15388511479801886)	(31, 0.15987524709295717)	(32, 0.16807296389703114)	(33, 0.1818851941392651)	(34, 0.19380615048859776)	(35, 0.201819352766535)	(36, 0.2212329168379192)	(37, 0.2374240665064158)	(38, 0.2478095984061108)	(39, 0.24921981657015568)	(40, 0.25380632050555396)
SRR10983662 - illumina_universal_adapter	(1, 0.0004096530970916442)	(2, 0.0004096530970916442)	(3, 0.0004096530970916442)	(4, 0.00043328692961616216)	(5, 0.00044904281796584076)	(6, 0.000480554594665198)	(7, 0.0005278222597142339)	(8, 0.0006302355339871449)	(9, 0.0007956723616587705)	(10, 0.0009532312451555567)	(11, 0.0014810535048697905)	(12, 0.0015755888349678624)	(13, 0.0015992226674923803)	(14, 0.0016386123883665768)	(15, 0.0016780021092407734)	(16, 0.002048265485458221)	(17, 0.008634226815623886)	(18, 0.013416138929751348)	(19, 0.014479661393354654)	(20, 0.014715999718599835)	(21, 0.015417136750160532)	(22, 0.015732254517154105)	(23, 0.01707938297105163)	(24, 0.11972899556920785)	(25, 0.12077676214446148)	(26, 0.12589742585810704)	(27, 0.20470050143902468)	(28, 0.2179512035411044)	(29, 0.21892019067460963)	(30, 0.21961344976199548)	(31, 0.2216380814149292)	(32, 0.22404873233243003)	(33, 0.22604973015283922)	(34, 0.22728656738828898)	(35, 0.2284761369586897)	(36, 0.22936634465044656)	(37, 0.23024079645385373)	(38, 0.2311625159223099)	(39, 0.23297444308252296)	(40, 0.23496756295875731)
SRR10983662 - polya	(1, 7.877944174839311e-06)	(2, 7.877944174839311e-06)	(3, 0.0007562826407845739)	(4, 0.0015046873373943085)	(5, 0.002166434648080811)	(6, 0.0031275438374112068)	(7, 0.0036789999296499586)	(8, 0.0053885138155900895)	(9, 0.02208975546624943)	(10, 0.03476536764356588)	(11, 0.066970403430309)	(12, 0.0865707285373092)	(13, 0.10433549265157184)	(14, 0.12239961864447839)	(15, 0.13990441060097134)	(16, 0.15523488996520862)	(17, 0.17563088743386762)	(18, 0.1909377329655804)	(19, 0.20645728299001384)	(20, 0.2201176381891852)	(21, 0.23315563579854426)	(22, 0.24472833579138323)	(23, 0.25548960753421374)	(24, 0.26603029684014873)	(25, 0.28000576980631364)	(26, 0.29014468395933185)	(27, 0.3038601847677271)	(28, 0.3125495571925748)	(29, 0.3266274434330127)	(30, 0.34475459297931793)	(31, 0.3617551965086212)	(32, 0.3746671470111828)	(33, 0.39014730731474206)	(34, 0.41408837966207873)	(35, 0.44002257188564975)	(36, 0.5049131980538012)	(37, 0.5423885784935117)	(38, 0.5586486552703801)	(39, 0.5716630190472146)	(40, 0.5824558025667445)
SRR10983663 - illumina_universal_adapter	(1, 0.0006770213318137966)	(2, 0.0006770213318137966)	(3, 0.0006931408873331727)	(4, 0.000741499553891301)	(5, 0.0007817984426897413)	(6, 0.0008462766647672457)	(7, 0.0009429939978835023)	(8, 0.0012331459972322724)	(9, 0.0017731511071313719)	(10, 0.0022003193283948387)	(11, 0.003586601103061184)	(12, 0.00385257376913089)	(13, 0.0038928726579293303)	(14, 0.004037948657603715)	(15, 0.004215263768316852)	(16, 0.005182437099479419)	(17, 0.028241461269946942)	(18, 0.04515893478753217)	(19, 0.049317780111531206)	(20, 0.050027040554383756)	(21, 0.05288826165907301)	(22, 0.053847375212475894)	(23, 0.056176650985025736)	(24, 0.13215617592560502)	(25, 0.13570247813986777)	(26, 0.15552953142870038)	(27, 0.4369286121304491)	(28, 0.4874070002393754)	(29, 0.4905825526766925)	(30, 0.49277481222732766)	(31, 0.49850531421446587)	(32, 0.5064683746410377)	(33, 0.5118039475179511)	(34, 0.5163738415076943)	(35, 0.5184693837252131)	(36, 0.5204037303875383)	(37, 0.5215320992738947)	(38, 0.5228297234932044)	(39, 0.5246673528224133)	(40, 0.528963214368327)
