Sample	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	3	4	5	6	7	8	9	MT	X	Y	KI270728.1	KI270727.1	KI270442.1	KI270729.1	GL000225.1	KI270743.1	GL000008.2	GL000009.2	KI270747.1	KI270722.1	GL000194.1	KI270742.1	GL000205.2	GL000195.1	KI270736.1	KI270733.1	GL000224.1	GL000219.1	KI270719.1	GL000216.2	KI270712.1	KI270706.1	KI270725.1	KI270744.1	KI270734.1	GL000213.1	GL000220.1	KI270715.1	GL000218.1	KI270749.1	KI270741.1	GL000221.1	KI270716.1	KI270731.1	KI270751.1	KI270750.1	KI270519.1	GL000214.1	KI270708.1	KI270730.1	KI270438.1	KI270737.1	KI270721.1	KI270738.1	KI270748.1	KI270435.1	GL000208.1	KI270538.1	KI270756.1	KI270739.1	KI270757.1	KI270709.1	KI270746.1	KI270753.1	KI270589.1	KI270726.1	KI270735.1	KI270711.1	KI270745.1	KI270714.1	KI270732.1	KI270713.1	KI270754.1	KI270710.1	KI270717.1	KI270724.1	KI270720.1	KI270723.1	KI270718.1	KI270317.1	KI270740.1	KI270755.1	KI270707.1	KI270579.1	KI270752.1	KI270512.1	KI270322.1	GL000226.1	KI270311.1	KI270366.1	KI270511.1	KI270448.1	KI270521.1	KI270581.1	KI270582.1	KI270515.1	KI270588.1	KI270591.1	KI270522.1	KI270507.1	KI270590.1	KI270584.1	KI270320.1	KI270382.1	KI270468.1	KI270467.1	KI270362.1	KI270517.1	KI270593.1	KI270528.1	KI270587.1	KI270364.1	KI270371.1	KI270333.1	KI270374.1	KI270411.1	KI270414.1	KI270510.1	KI270390.1	KI270375.1	KI270420.1	KI270509.1	KI270315.1	KI270302.1	KI270518.1	KI270530.1	KI270304.1	KI270418.1	KI270424.1	KI270417.1	KI270508.1	KI270303.1	KI270381.1	KI270529.1	KI270425.1	KI270396.1	KI270363.1	KI270386.1	KI270465.1	KI270383.1	KI270384.1	KI270330.1	KI270372.1	KI270548.1	KI270580.1	KI270387.1	KI270391.1	KI270305.1	KI270373.1	KI270422.1	KI270316.1	KI270340.1	KI270338.1	KI270583.1	KI270334.1	KI270429.1	KI270393.1	KI270516.1	KI270389.1	KI270466.1	KI270388.1	KI270544.1	KI270310.1	KI270412.1	KI270395.1	KI270376.1	KI270337.1	KI270335.1	KI270378.1	KI270379.1	KI270329.1	KI270419.1	KI270336.1	KI270312.1	KI270539.1	KI270385.1	KI270423.1	KI270392.1	KI270394.1	*
SRR10983637	[347998, 248956422]	[74569, 133797422]	[105253, 135086622]	[94576, 133275309]	[44224, 114364328]	[102050, 107043718]	[55070, 101991189]	[69871, 90338345]	[107466, 83257441]	[39606, 80373285]	[40809, 58617616]	[136945, 242193529]	[33367, 64444167]	[91718, 46709983]	[28118, 50818468]	[109381, 198295559]	[81361, 190214555]	[111908, 181538259]	[118289, 170805979]	[95055, 159345973]	[74586, 145138636]	[85142, 138394717]	[2940, 16569]	[73144, 156040895]	[12859, 57227415]	[138, 1872759]	[27, 448248]	[1268, 392061]	[28, 280839]	[79, 211173]	[39, 210658]	[30, 209709]	[34, 201709]	[9, 198735]	[6, 194050]	[448, 191469]	[19, 186739]	[10, 185591]	[13, 182896]	[8, 181920]	[38600, 179772]	[20, 179693]	[13, 179198]	[157, 176845]	[90, 176608]	[24, 176043]	[59, 175055]	[20, 172810]	[109, 168472]	[19, 165050]	[4, 164239]	[39299, 161802]	[36, 161471]	[442, 161147]	[16, 158759]	[0, 157432]	[14, 155397]	[25, 153799]	[9, 150754]	[15, 150742]	[2, 148850]	[118, 138126]	[53, 137718]	[0, 127682]	[0, 112551]	[134, 112505]	[22, 103838]	[2, 100316]	[9, 99375]	[32, 93321]	[6, 92983]	[13, 92689]	[7, 91309]	[10, 79590]	[223, 73985]	[71, 71251]	[157, 66860]	[2, 66486]	[4, 62944]	[0, 44474]	[3, 43739]	[0, 42811]	[10, 42210]	[786, 41891]	[3, 41717]	[10, 41543]	[9940, 40745]	[4, 40191]	[0, 40176]	[5, 40062]	[0, 39555]	[0, 39050]	[0, 38115]	[414, 38054]	[5, 37690]	[93, 37240]	[1, 36723]	[8, 32032]	[311, 31033]	[0, 27745]	[23, 22689]	[1, 21476]	[13, 15008]	[1, 12399]	[4, 8320]	[76, 8127]	[0, 7992]	[0, 7642]	[0, 7046]	[0, 6504]	[316, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[2, 5353]	[1, 4685]	[8, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[0, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[15, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[3, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[3, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[19, 2165]	[5, 2145]	[0, 2140]	[0, 2043]	[0, 1951]	[10, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[1, 1880]	[0, 1803]	[0, 1788]	[2, 1774]	[0, 1750]	[1, 1658]	[0, 1652]	[0, 1650]	[1, 1599]	[0, 1553]	[0, 1537]	[3, 1484]	[0, 1472]	[0, 1451]	[2, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[0, 1233]	[0, 1216]	[0, 1202]	[4, 1201]	[4, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR10983638	[2745099, 248956422]	[871279, 133797422]	[1188633, 135086622]	[950209, 133275309]	[421649, 114364328]	[970063, 107043718]	[645736, 101991189]	[768396, 90338345]	[914711, 83257441]	[357530, 80373285]	[449021, 58617616]	[1501833, 242193529]	[369058, 64444167]	[2215601, 46709983]	[314902, 50818468]	[1272140, 198295559]	[801492, 190214555]	[1124843, 181538259]	[1004198, 170805979]	[982196, 159345973]	[737421, 145138636]	[842045, 138394717]	[221837, 16569]	[532750, 156040895]	[22188, 57227415]	[3174, 1872759]	[639, 448248]	[2524, 392061]	[30, 280839]	[83, 211173]	[1326, 210658]	[1850, 209709]	[2190, 201709]	[205, 198735]	[405, 194050]	[2227, 191469]	[1849, 186739]	[1342, 185591]	[3010, 182896]	[0, 181920]	[1011704, 179772]	[1281, 179693]	[1309, 179198]	[2223, 176845]	[317, 176608]	[1183, 176043]	[2543, 175055]	[314, 172810]	[928, 168472]	[732, 165050]	[156, 164239]	[1024451, 161802]	[224, 161471]	[2385, 161147]	[156, 158759]	[1122, 157432]	[1185, 155397]	[355, 153799]	[174, 150754]	[738, 150742]	[30, 148850]	[38, 138126]	[774, 137718]	[221, 127682]	[0, 112551]	[0, 112505]	[0, 103838]	[1737, 100316]	[20, 99375]	[861, 93321]	[32, 92983]	[72, 92689]	[28, 91309]	[1, 79590]	[4, 73985]	[214, 71251]	[17, 66860]	[338, 66486]	[3, 62944]	[45, 44474]	[18, 43739]	[24, 42811]	[2554, 42210]	[3496, 41891]	[84, 41717]	[3, 41543]	[90058, 40745]	[0, 40191]	[6, 40176]	[378, 40062]	[3, 39555]	[110, 39050]	[3, 38115]	[509, 38054]	[5, 37690]	[28, 37240]	[31, 36723]	[239, 32032]	[0, 31033]	[2, 27745]	[6, 22689]	[0, 21476]	[0, 15008]	[0, 12399]	[0, 8320]	[0, 8127]	[0, 7992]	[1, 7642]	[57, 7046]	[17, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[0, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[3, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[1, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[1, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[1, 2165]	[0, 2145]	[0, 2140]	[0, 2043]	[1, 1951]	[3, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[0, 1803]	[1, 1788]	[1, 1774]	[0, 1750]	[0, 1658]	[0, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[1, 1484]	[0, 1472]	[0, 1451]	[0, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[0, 1233]	[0, 1216]	[28, 1202]	[0, 1201]	[0, 1179]	[1, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR10983639	[2549340, 248956422]	[798060, 133797422]	[1116989, 135086622]	[881455, 133275309]	[387367, 114364328]	[925874, 107043718]	[624389, 101991189]	[801373, 90338345]	[892370, 83257441]	[346453, 80373285]	[455223, 58617616]	[1358486, 242193529]	[368416, 64444167]	[1789765, 46709983]	[335054, 50818468]	[1183045, 198295559]	[777050, 190214555]	[1043913, 181538259]	[978948, 170805979]	[972324, 159345973]	[706770, 145138636]	[801098, 138394717]	[255582, 16569]	[483533, 156040895]	[57252, 57227415]	[2095, 1872759]	[55, 448248]	[1986, 392061]	[9, 280839]	[152, 211173]	[1597, 210658]	[1701, 209709]	[2371, 201709]	[13, 198735]	[692, 194050]	[3884, 191469]	[1422, 186739]	[851, 185591]	[1645, 182896]	[2, 181920]	[806081, 179772]	[1691, 179693]	[2636, 179198]	[2329, 176845]	[154, 176608]	[1366, 176043]	[3032, 175055]	[254, 172810]	[604, 168472]	[830, 165050]	[124, 164239]	[811378, 161802]	[3, 161471]	[3663, 161147]	[374, 158759]	[526, 157432]	[1504, 155397]	[1, 153799]	[350, 150754]	[477, 150742]	[333, 148850]	[31, 138126]	[624, 137718]	[329, 127682]	[0, 112551]	[13, 112505]	[83, 103838]	[1354, 100316]	[7, 99375]	[371, 93321]	[35, 92983]	[49, 92689]	[68, 91309]	[1, 79590]	[93, 73985]	[5, 71251]	[16, 66860]	[676, 66486]	[54, 62944]	[5, 44474]	[10, 43739]	[99, 42811]	[2964, 42210]	[3004, 41891]	[2, 41717]	[94, 41543]	[88721, 40745]	[12, 40191]	[2, 40176]	[102, 40062]	[3, 39555]	[276, 39050]	[0, 38115]	[1914, 38054]	[1, 37690]	[14, 37240]	[125, 36723]	[512, 32032]	[0, 31033]	[0, 27745]	[12, 22689]	[0, 21476]	[0, 15008]	[0, 12399]	[0, 8320]	[1, 8127]	[3, 7992]	[0, 7642]	[2, 7046]	[0, 6504]	[1, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[0, 5353]	[0, 4685]	[0, 4513]	[4, 4416]	[0, 4215]	[0, 4055]	[0, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[6, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[9, 2274]	[0, 2186]	[0, 2168]	[42, 2165]	[1, 2145]	[0, 2140]	[0, 2043]	[0, 1951]	[51, 1942]	[1, 1930]	[41, 1899]	[0, 1884]	[1, 1880]	[0, 1803]	[2, 1788]	[0, 1774]	[1, 1750]	[1, 1658]	[190, 1652]	[0, 1650]	[0, 1599]	[4, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[0, 1451]	[0, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[1, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[0, 1233]	[0, 1216]	[2, 1202]	[2, 1201]	[0, 1179]	[2, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[4, 1045]	[1, 1040]	[0, 1029]	[0, 1026]	[47, 998]	[1, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR10983640	[1818937, 248956422]	[713969, 133797422]	[883876, 135086622]	[720754, 133275309]	[337448, 114364328]	[591421, 107043718]	[500598, 101991189]	[645088, 90338345]	[681685, 83257441]	[269450, 80373285]	[388603, 58617616]	[1171162, 242193529]	[305707, 64444167]	[571126, 46709983]	[279489, 50818468]	[1006224, 198295559]	[631241, 190214555]	[911169, 181538259]	[827641, 170805979]	[840866, 159345973]	[577936, 145138636]	[623107, 138394717]	[288985, 16569]	[417991, 156040895]	[49078, 57227415]	[2693, 1872759]	[659, 448248]	[466, 392061]	[136, 280839]	[101, 211173]	[959, 210658]	[980, 209709]	[1400, 201709]	[37, 198735]	[239, 194050]	[1816, 191469]	[1103, 186739]	[652, 185591]	[953, 182896]	[74, 181920]	[204150, 179772]	[1410, 179693]	[1829, 179198]	[1132, 176845]	[137, 176608]	[1252, 176043]	[2318, 175055]	[473, 172810]	[1177, 168472]	[760, 165050]	[100, 164239]	[211349, 161802]	[6, 161471]	[1191, 161147]	[300, 158759]	[409, 157432]	[1220, 155397]	[27, 153799]	[508, 150754]	[325, 150742]	[12, 148850]	[122, 138126]	[1156, 137718]	[235, 127682]	[33, 112551]	[14, 112505]	[146, 103838]	[487, 100316]	[49, 99375]	[580, 93321]	[36, 92983]	[115, 92689]	[21, 91309]	[0, 79590]	[75, 73985]	[125, 71251]	[40, 66860]	[252, 66486]	[4, 62944]	[86, 44474]	[49, 43739]	[29, 42811]	[3224, 42210]	[2105, 41891]	[180, 41717]	[6, 41543]	[32299, 40745]	[313, 40191]	[8, 40176]	[247, 40062]	[1, 39555]	[563, 39050]	[3, 38115]	[1223, 38054]	[53, 37690]	[21, 37240]	[4, 36723]	[357, 32032]	[0, 31033]	[0, 27745]	[7, 22689]	[1, 21476]	[0, 15008]	[1, 12399]	[0, 8320]	[0, 8127]	[0, 7992]	[43, 7642]	[1, 7046]	[1, 6504]	[0, 6361]	[2, 6158]	[0, 5796]	[0, 5674]	[2, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[0, 3920]	[0, 3530]	[0, 3253]	[4, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[4, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[51, 2165]	[2, 2145]	[0, 2140]	[0, 2043]	[34, 1951]	[3, 1942]	[0, 1930]	[1, 1899]	[0, 1884]	[0, 1880]	[0, 1803]	[0, 1788]	[0, 1774]	[0, 1750]	[0, 1658]	[88, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[1, 1451]	[2, 1445]	[1, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[0, 1233]	[0, 1216]	[2, 1202]	[57, 1201]	[0, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[1, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR10983641	[55417, 248956422]	[13163, 133797422]	[78788, 135086622]	[25472, 133275309]	[13292, 114364328]	[119490, 107043718]	[15365, 101991189]	[13658, 90338345]	[17227, 83257441]	[13747, 80373285]	[9545, 58617616]	[40341, 242193529]	[9557, 64444167]	[162914, 46709983]	[9876, 50818468]	[76514, 198295559]	[25469, 190214555]	[17283, 181538259]	[22246, 170805979]	[28375, 159345973]	[51668, 145138636]	[52438, 138394717]	[7080, 16569]	[24849, 156040895]	[1839, 57227415]	[284, 1872759]	[1168, 448248]	[18, 392061]	[12, 280839]	[1117, 211173]	[884, 210658]	[43, 209709]	[10, 201709]	[19, 198735]	[9, 194050]	[6, 191469]	[40, 186739]	[11, 185591]	[5, 182896]	[3, 181920]	[76331, 179772]	[1512, 179693]	[375, 179198]	[80, 176845]	[1028, 176608]	[2, 176043]	[323, 175055]	[7, 172810]	[740, 168472]	[1, 165050]	[1, 164239]	[77890, 161802]	[9, 161471]	[6, 161147]	[495, 158759]	[1, 157432]	[30, 155397]	[4, 153799]	[7, 150754]	[60, 150742]	[0, 148850]	[11, 138126]	[910, 137718]	[3, 127682]	[0, 112551]	[41, 112505]	[1, 103838]	[2, 100316]	[0, 99375]	[9, 93321]	[6, 92983]	[2, 92689]	[0, 91309]	[0, 79590]	[1, 73985]	[2, 71251]	[83, 66860]	[0, 66486]	[0, 62944]	[0, 44474]	[1, 43739]	[3, 42811]	[2, 42210]	[6, 41891]	[1, 41717]	[2, 41543]	[655, 40745]	[6, 40191]	[0, 40176]	[1, 40062]	[5, 39555]	[7, 39050]	[5, 38115]	[4, 38054]	[7, 37690]	[0, 37240]	[0, 36723]	[2, 32032]	[0, 31033]	[0, 27745]	[7, 22689]	[0, 21476]	[2, 15008]	[0, 12399]	[0, 8320]	[0, 8127]	[0, 7992]	[0, 7642]	[0, 7046]	[0, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[1, 5674]	[0, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[1, 4215]	[0, 4055]	[5, 3920]	[0, 3530]	[0, 3253]	[3, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[1, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[3, 2165]	[1, 2145]	[0, 2140]	[0, 2043]	[1, 1951]	[1, 1942]	[1, 1930]	[0, 1899]	[0, 1884]	[4, 1880]	[0, 1803]	[0, 1788]	[3, 1774]	[2, 1750]	[0, 1658]	[8, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[1, 1484]	[0, 1472]	[0, 1451]	[1, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[0, 1233]	[0, 1216]	[0, 1202]	[3, 1201]	[0, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR10983642	[2260380, 248956422]	[805464, 133797422]	[1266423, 135086622]	[879340, 133275309]	[367444, 114364328]	[882644, 107043718]	[572731, 101991189]	[764509, 90338345]	[845842, 83257441]	[312105, 80373285]	[519202, 58617616]	[1287820, 242193529]	[356132, 64444167]	[4460389, 46709983]	[360485, 50818468]	[1213009, 198295559]	[693807, 190214555]	[971664, 181538259]	[931058, 170805979]	[902513, 159345973]	[731538, 145138636]	[795379, 138394717]	[877149, 16569]	[494765, 156040895]	[49135, 57227415]	[2241, 1872759]	[477, 448248]	[6629, 392061]	[109, 280839]	[194, 211173]	[2351, 210658]	[2584, 209709]	[3095, 201709]	[61, 198735]	[266, 194050]	[4109, 191469]	[2378, 186739]	[1168, 185591]	[2219, 182896]	[63, 181920]	[2244163, 179772]	[1801, 179693]	[1399, 179198]	[2637, 176845]	[155, 176608]	[754, 176043]	[2287, 175055]	[547, 172810]	[897, 168472]	[1475, 165050]	[128, 164239]	[2251624, 161802]	[102, 161471]	[3027, 161147]	[433, 158759]	[371, 157432]	[1869, 155397]	[58, 153799]	[556, 150754]	[724, 150742]	[201, 148850]	[73, 138126]	[755, 137718]	[407, 127682]	[1, 112551]	[21, 112505]	[1, 103838]	[859, 100316]	[70, 99375]	[575, 93321]	[102, 92983]	[130, 92689]	[20, 91309]	[0, 79590]	[13, 73985]	[28, 71251]	[99, 66860]	[214, 66486]	[5, 62944]	[81, 44474]	[36, 43739]	[91, 42811]	[3549, 42210]	[2433, 41891]	[243, 41717]	[10, 41543]	[45752, 40745]	[0, 40191]	[78, 40176]	[292, 40062]	[1, 39555]	[49, 39050]	[3, 38115]	[1173, 38054]	[77, 37690]	[28, 37240]	[1, 36723]	[102, 32032]	[3, 31033]	[0, 27745]	[118, 22689]	[0, 21476]	[2, 15008]	[0, 12399]	[0, 8320]	[2, 8127]	[1, 7992]	[3, 7642]	[7, 7046]	[2, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[2, 5353]	[0, 4685]	[2, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[0, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[2, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[1, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[5, 2165]	[2, 2145]	[0, 2140]	[0, 2043]	[0, 1951]	[10, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[0, 1803]	[0, 1788]	[0, 1774]	[0, 1750]	[1, 1658]	[179, 1652]	[0, 1650]	[0, 1599]	[1, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[0, 1451]	[1, 1445]	[0, 1444]	[0, 1428]	[1, 1428]	[0, 1400]	[1, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[5, 1233]	[0, 1216]	[0, 1202]	[2, 1201]	[0, 1179]	[1, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[1, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[1, 970]	[0, 0]
SRR10983643	[1262843, 248956422]	[184776, 133797422]	[393479, 135086622]	[402041, 133275309]	[97915, 114364328]	[459324, 107043718]	[163447, 101991189]	[261189, 90338345]	[304964, 83257441]	[75481, 80373285]	[171221, 58617616]	[430511, 242193529]	[133235, 64444167]	[14476927, 46709983]	[135447, 50818468]	[358240, 198295559]	[199823, 190214555]	[366563, 181538259]	[254429, 170805979]	[241663, 159345973]	[464922, 145138636]	[239101, 138394717]	[208397, 16569]	[275359, 156040895]	[11558, 57227415]	[843, 1872759]	[0, 448248]	[16220, 392061]	[679, 280839]	[469, 211173]	[387, 210658]	[356, 209709]	[81, 201709]	[11, 198735]	[585, 194050]	[780, 191469]	[389, 186739]	[10, 185591]	[30, 182896]	[350, 181920]	[7472086, 179772]	[504, 179693]	[396, 179198]	[819, 176845]	[464, 176608]	[3, 176043]	[1196, 175055]	[15, 172810]	[575, 168472]	[102, 165050]	[4, 164239]	[7476790, 161802]	[647, 161471]	[67, 161147]	[9, 158759]	[7, 157432]	[19, 155397]	[748, 153799]	[16, 150754]	[34, 150742]	[7, 148850]	[7, 138126]	[148, 137718]	[12, 127682]	[364, 112551]	[22, 112505]	[88, 103838]	[2, 100316]	[1, 99375]	[59, 93321]	[5, 92983]	[23, 92689]	[2, 91309]	[1, 79590]	[0, 73985]	[3, 71251]	[48, 66860]	[5, 66486]	[0, 62944]	[2, 44474]	[1, 43739]	[0, 42811]	[480, 42210]	[831, 41891]	[2, 41717]	[3, 41543]	[60319, 40745]	[4, 40191]	[5, 40176]	[0, 40062]	[0, 39555]	[38, 39050]	[0, 38115]	[475, 38054]	[4, 37690]	[0, 37240]	[0, 36723]	[96, 32032]	[2, 31033]	[2, 27745]	[2, 22689]	[0, 21476]	[1, 15008]	[0, 12399]	[1, 8320]	[0, 8127]	[0, 7992]	[0, 7642]	[1, 7046]	[0, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[0, 5353]	[0, 4685]	[1, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[1, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[5, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[1, 2168]	[13, 2165]	[2, 2145]	[0, 2140]	[0, 2043]	[0, 1951]	[5, 1942]	[2, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[13, 1803]	[1, 1788]	[0, 1774]	[1, 1750]	[0, 1658]	[4, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[1, 1484]	[0, 1472]	[0, 1451]	[3, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[0, 1233]	[0, 1216]	[4, 1202]	[7, 1201]	[1, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[1, 970]	[0, 0]
